,k8s-master,k8s-node01,k8s-node02
9900,"70.76654022631578,34.74540180635561","87.0821268736842,56.18614777434012","48.8996355,45.59369387496201"
9910,"70.76654022631578,34.74540180635561","87.0821268736842,56.18614777434012","48.8996355,45.59369387496201"
9920,"71.0286637631579,34.74390136504338","88.8813409631579,57.749991841410036","48.02005941578948,45.5915851466313"
9930,"70.45375585789473,35.21410047157789","86.0945951263158,58.231462973408675","49.469665247368425,45.59223398611768"
9940,"70.45375585789473,35.21410047157789","86.0945951263158,58.231462973408675","49.469665247368425,45.59223398611768"
9950,"71.68180488421052,35.568562834731054","82.72882575789474,58.306265637730476","49.58480601578947,45.589395313364804"
9960,"60.98011638947368,36.395393861451275","95.75755388947368,60.78406578532647","48.898477710526315,45.59201094754423"
9970,"60.98011638947368,36.395393861451275","95.75755388947368,60.78406578532647","48.898477710526315,45.59201094754423"
9980,"55.56811061578947,37.16845907448319","94.85458589473686,64.18077606170624","48.98460381578948,45.61000272580172"
9990,"69.19431617894737,38.981951921399585","80.9787464631579,64.66182454063674","44.99834468421053,45.591977153820984"
10000,"69.19431617894737,38.981951921399585","80.9787464631579,64.66182454063674","44.99834468421053,45.591977153820984"
10010,"70.4752803,39.74418286675804","81.71987568947368,64.90566764599771","48.763380757894744,38.956566076495335"
10020,"71.44828928947369,40.9183592985153","82.44896856315789,64.90527963662367","51.268795942105264,38.92567861344624"
10030,"71.44828928947369,40.9183592985153","82.44896856315789,64.90527963662367","51.268795942105264,38.92567861344624"
10040,"70.93957121052631,41.74413596107017","79.46671953684209,64.9058824369012","49.181331389473684,38.92803741532898"
10050,"68.72991235789473,43.29196283204107","80.4496719631579,64.90477383868968","48.97115821578948,38.913404733162395"
10060,"68.72991235789473,43.29196283204107","80.4496719631579,64.90477383868968","48.97115821578948,38.913404733162395"
10070,"70.48423268947369,43.96026750300274","79.35680842105262,64.90641594979049","48.373686299999996,38.96084436185859"
10080,"79.12437196842106,48.198263989401745","80.31021117894737,60.91605825988466","50.214651705263144,38.94108855124754"
10090,"79.12437196842106,48.198263989401745","80.31021117894737,60.91605825988466","50.214651705263144,38.94108855124754"
10100,"83.47344012105263,44.136157073766356","79.62809084210527,54.108807944436506","50.52148209473684,45.47690276741531"
10110,"80.82558874210527,44.71738207866138","75.71885337894737,54.108911875518835","38.9210717,40.26812751074691"
10120,"81.16770293157894,44.746640684249904","81.4498361631579,54.11439250792699","42.30072397368421,33.99916880958298"
10130,"81.16770293157894,44.746640684249904","81.4498361631579,54.11439250792699","42.30072397368421,33.99916880958298"
10140,"82.03824781052633,44.928910509962826","79.61719090526316,54.1099442576033","45.54738588947368,33.801441734856205"
10150,"92.58287963157895,45.3062241887766","78.76543348947368,54.11039462562673","39.67749419473684,33.8004481993927"
10160,"92.58287963157895,45.3062241887766","78.76543348947368,54.11039462562673","39.67749419473684,33.8004481993927"
10170,"90.6847409105263,46.54415585881442","74.55500314736842,48.939934139566","40.37418172631579,33.826320673911724"
10180,"91.09514683157894,47.10740936168591","71.51255761578948,42.14512091030325","42.54895090526316,38.6510573008399"
10190,"91.09514683157894,47.10740936168591","71.51255761578948,42.14512091030325","42.54895090526316,38.6510573008399"
10200,"87.13587146842104,47.83670494436641","71.59913286842104,42.14729653429334","40.06512021578948,38.917676259781004"
10210,"78.75222528421052,48.359581706700624","71.40842129473684,42.14611171995479","44.55247717368422,39.08427255665129"
10220,"78.75222528421052,48.359581706700624","71.40842129473684,42.14611171995479","44.55247717368422,39.08427255665129"
10230,"72.55698793157894,49.23616385278724","71.4087716263158,42.146783807620515","55.05043130000001,39.23583740542066"
10240,"72.84939423157894,49.616316204353886","72.24000225263157,42.14465668480218","53.72146313157894,39.23524939463614"
10250,"72.84939423157894,49.616316204353886","72.24000225263157,42.14465668480218","53.72146313157894,39.23524939463614"
10260,"72.07784452105264,50.39997912899652","71.3537652631579,42.142169267565095","61.33055712105263,41.599992213926164"
10270,"72.86938988947368,50.77724549659775","71.11603007894738,42.1395502042904","60.21738465263159,42.915291233969015"
10280,"72.86938988947368,50.77724549659775","71.11603007894738,42.1395502042904","60.21738465263159,42.915291233969015"
10290,"81.96996221578948,50.95252678034289","71.69634934210526,42.144053884524666","60.40733421578948,45.651467624227585"
10300,"83.1715029894737,46.64573979089931","72.38578220526317,42.14427560416697","61.13209243684211,45.651264861888095"
10310,"83.1715029894737,46.64573979089931","72.38578220526317,42.14427560416697","61.13209243684211,45.651264861888095"
10320,"82.74301793157895,49.303818886730674","71.93134975263158,35.509613244034824","59.09869717368421,45.65332627900625"
10330,"75.76494233684211,50.83154525111338","64.49099255263158,35.50901044375731","60.22878514736842,38.977166730187605"
10340,"75.76494233684211,50.83154525111338","64.49099255263158,35.50901044375731","60.22878514736842,38.977166730187605"
10350,"86.2489065736842,51.989473660732784","71.57908101578948,35.50994582349828","59.27134128421052,38.977328940059195"
10360,"93.98208407368422,52.55365311162127","70.68010113684211,35.51000818214767","63.27704648421053,38.97568656510932"
10370,"93.98208407368422,52.55365311162127","70.68010113684211,35.51000818214767","63.27704648421053,38.97568656510932"
10380,"88.51029735789474,55.48904350042955","72.47576126842105,35.510777272156915","59.17435084736842,38.98139770433831"
10390,"88.04798661578948,61.07463228880765","72.3822975368421,35.511775010547275","60.379365299999996,38.9784170979478"
10400,"88.04798661578948,61.07463228880765","72.3822975368421,35.511775010547275","60.379365299999996,38.9784170979478"
10410,"93.19544292105263,64.1009548281329","71.49098911578947,35.50966174520658","60.29807628421054,38.97962691324009"
10420,"93.71205634736842,64.63886303856803","71.66487745263157,35.51199673018957","63.13419292105262,39.00921669731645"
10430,"93.71205634736842,64.63886303856803","71.66487745263157,35.51199673018957","63.13419292105262,39.00921669731645"
10440,"89.29140528421053,64.65534761676864","70.5961351105263,35.51221844983188","62.3979807736842,45.88732077752328"
10450,"92.32925435789475,64.65580721140482","67.50466803157896,35.2720960772183","53.20452430526316,45.88379947156079"
10460,"92.32925435789475,64.65580721140482","67.50466803157896,35.2720960772183","53.20452430526316,45.88379947156079"
10470,"94.77552288947368,64.68419393893353","61.735395447368425,35.2708350467527","61.13036453157895,45.88286676479913"
10480,"104.01744171578947,65.31137164870181","61.36159037368421,35.270426251162206","59.32477672105263,45.88586088867895"
10490,"103.09545813157897,66.37662415168461","61.05496923157894,35.27217922208416","59.60277304736842,45.88195433427143"
10500,"103.09545813157897,66.37662415168461","61.05496923157894,35.27217922208416","59.60277304736842,45.88195433427143"
10510,"102.41902907368421,66.90175833473182","61.34944119473684,35.272976027048685","62.34623792631579,45.8815150158692"
10520,"104.39524979473683,67.96600378476182","59.025053,29.394523150683234","59.623673821052634,45.88272483116149"
10530,"104.39524979473683,67.96600378476182","59.025053,29.394523150683234","59.623673821052634,45.88272483116149"
10540,"103.58031631578949,68.49553115183134","65.66571255263158,32.09942657064636","59.8215256631579,45.88219764907881"
10550,"105.18010749473684,69.38043331258173","67.33668148947368,34.695036064432","60.282837463157904,45.87972394853703"
10560,"105.18010749473684,69.38043331258173","67.33668148947368,34.695036064432","60.282837463157904,45.87972394853703"
10570,"98.41870436842103,58.10750959386906","72.5175548,34.72471185280643","59.628676710526314,45.880048368280214"
10580,"101.90519057894736,52.89175931272218","71.12502135789474,34.72809307735154","59.797239705263145,45.88300193969213"
10590,"101.90519057894736,52.89175931272218","71.12502135789474,34.72809307735154","59.797239705263145,45.88300193969213"
10600,"103.82362913684209,52.89246222216575","71.65125626842105,34.72661032724364","61.93163653157895,45.880981075041866"
10610,"103.90222088421052,52.88525740036918","81.17714719473685,38.80395140432025","61.12496641052632,45.91159818830498"
10620,"103.90222088421052,52.88525740036918","81.17714719473685,38.80395140432025","61.12496641052632,45.91159818830498"
10630,"102.33201676842104,52.88941402832874","81.67998252105262,38.82121782146455","61.89623529473685,45.96364052210762"
10640,"103.0400741736842,52.886561838086564","77.93133882105263,34.584079240937264","56.527057299999996,46.57354963929593"
10650,"103.0400741736842,52.886561838086564","77.93133882105263,34.584079240937264","56.527057299999996,46.57354963929593"
10660,"104.93071415789473,52.88668349549026","73.97288734736843,34.58520862536524","61.21602995263158,47.38982350687334"
10670,"93.2480629263158,52.888717877629816","75.33510834736842,37.93377802441009","58.517472178947365,43.672872163008485"
10680,"103.4716241,47.60099372470835","72.65444592631579,38.209936767636634","58.36910557894737,37.84071761106493"
10690,"103.4716241,47.60099372470835","72.65444592631579,38.209936767636634","58.36910557894737,37.84071761106493"
10700,"104.75280278421053,47.59802663580714","82.53106657894736,38.415450089834565","60.406263510526315,38.53189387392116"
10710,"103.82917063157895,47.60741453212557","84.00726749999998,38.44254838736722","58.41297194210526,38.526338185819114"
10720,"103.82917063157895,47.60741453212557","84.00726749999998,38.44254838736722","58.41297194210526,38.526338185819114"
10730,"105.93413919473683,42.045650318637634","83.18156598947368,38.441640722581546","53.72936073157895,38.30334692359178"
10740,"97.08822527368422,35.68784791905349","87.9001143368421,43.72569788162818","51.26636524736842,38.30633428872695"
10750,"97.08822527368422,35.68784791905349","87.9001143368421,43.72569788162818","51.26636524736842,38.30633428872695"
10760,"104.9319971,35.68793578273394","80.56593486842105,44.19680362034918","50.757950436842115,38.30586117660147"
10770,"101.9867795736842,35.674100632436016","90.53622589473683,44.25691735836844","50.24309781578948,38.30334692359178"
10780,"101.9867795736842,35.674100632436016","90.53622589473683,44.25691735836844","50.24309781578948,38.30334692359178"
10790,"101.46370744210527,35.674262842307606","89.83190501578947,44.13317701174719","51.50410377894737,31.681615545437115"
10800,"104.87942553157895,23.493071982590557","80.7911997894737,44.126622424821626","51.843128826315784,31.681737202840807"
10810,"104.87942553157895,23.493071982590557","80.7911997894737,44.126622424821626","51.843128826315784,31.681737202840807"
10820,"103.08134514210526,23.49712047063572","88.02528965263159,38.39110943035305","45.124625136842106,31.506665440179805"
10830,"103.75955555263158,23.499634723645407","93.77744474210525,33.5100415786688","42.24759204210527,31.502015423860815"
10840,"103.75955555263158,23.499634723645407","93.77744474210525,33.5100415786688","42.24759204210527,31.502015423860815"
10850,"94.3938717368421,23.50000645460114","97.54664740526316,35.01242080364917","42.3608722368421,31.50582735584324"
10860,"103.67662148947367,18.784295137617164","104.75174899473684,36.112067084603574","38.366955194736846,31.505469142376807"
10870,"103.67662148947367,18.784295137617164","104.75174899473684,36.112067084603574","38.366955194736846,31.505469142376807"
10880,"105.06227562105262,18.777076798331294","83.43530618947368,38.46774128172384","41.65674022631579,31.442802061984853"
10890,"102.01975995263157,18.67579700975564","83.69901537894737,39.31110044239305","33.11296724210526,31.30474794377022"
10900,"94.4476726736842,18.644328294666668","84.55071569999998,43.88665248446213","33.06382407368421,31.33422282918753"
10910,"94.4476726736842,18.644328294666668","84.55071569999998,43.88665248446213","33.06382407368421,31.33422282918753"
10920,"93.66305132105263,18.65001915766171","91.08033868421053,46.33348809826282","35.381805589473686,31.37671505680015"
10930,"93.18895518947369,18.649600115493428","92.3364446,46.82056457996842","40.96614558947368,31.43697602409682"
10940,"93.18895518947369,18.649600115493428","92.3364446,46.82056457996842","40.96614558947368,31.43697602409682"
10950,"93.21940474736842,18.652141403481714","94.0119806736842,46.82044679140845","42.55597302631578,31.434150868833246"
10960,"85.68616342105264,18.649201349559096","93.51927981578946,46.85301879261044","42.11932896842105,32.503539723541664"
10970,"85.68616342105264,18.649201349559096","93.51927981578946,46.85301879261044","42.11932896842105,32.503539723541664"
10980,"92.01319569473684,12.269460064842045","93.17606385789475,46.855894219221554","33.10269076315789,34.24192939991066"
10990,"94.23248748947367,12.268365148208794","93.11453547894737,46.85166768854016","32.3872617,31.345057096860987"
11000,"94.23248748947367,12.268365148208794","93.11453547894737,46.85166768854016","32.3872617,31.345057096860987"
11010,"86.5586746526316,12.076227555307314","94.8938017631579,48.79677946676565","32.31612054736842,31.342840228615888"
11020,"84.26644677368422,12.074179655678458","91.34440268947368,50.97952620036762","31.524738636842102,31.338109107361106"
11030,"84.26644677368422,12.074179655678458","91.34440268947368,50.97952620036762","31.524738636842102,31.338109107361106"
11040,"85.06693370526315,12.073584886149284","105.98399475263159,57.281726885606034","31.31694865789474,31.33354695472256"
11050,"85.77481437368421,12.063534632855191","103.72793995789473,57.284228160320765","31.720764315789474,31.340096178288114"
11060,"85.77481437368421,12.063534632855191","103.72793995789473,57.284228160320765","31.720764315789474,31.340096178288114"
11070,"84.79432544210526,12.067326288603669","109.56046157894735,57.51183723062189","31.505892721052632,31.337676547703524"
11080,"80.85974266842106,12.073747096020877","109.82492581578948,57.513354624423904","32.24531257368422,31.337676547703524"
11090,"80.85974266842106,12.073747096020877","109.82492581578948,57.513354624423904","32.24531257368422,31.337676547703524"
11100,"84.7076842,12.073787648488775","112.31465419473683,58.63374554941122","31.49827994736842,27.027314182340252"
11110,"84.99057945263158,12.07632217773241","101.7512666631579,59.00313047348715","32.1095744,27.028172542910763"
11120,"84.99057945263158,12.07632217773241","101.7512666631579,59.00313047348715","32.1095744,27.028172542910763"
11130,"85.31542795789474,12.078336283638018","110.74724339999999,53.68884322696033","32.0988043368421,27.026739689045026"
11140,"84.35145368421053,12.076132932882219","112.50054921052632,54.10264829562379","30.356644194736838,27.02905117971522"
11150,"84.35145368421053,12.076132932882219","112.50054921052632,54.10264829562379","30.356644194736838,27.02905117971522"
11160,"84.48484230526316,12.075761201926486","111.28240703684212,56.12301310619449","32.07278611578948,27.029483739372804"
11170,"85.20264477894737,12.075146156163363","111.29057390000003,57.131497970468466","32.19635949999999,27.027402046020697"
11180,"85.20264477894737,12.075146156163363","111.29057390000003,57.131497970468466","32.19635949999999,27.027402046020697"
11190,"85.72402545263158,12.076714184922093","111.29694260000001,59.15683068677451","32.02136795789473,27.02710466125611"
11200,"80.40008792631579,12.076457352625404","111.29376313684212,56.078087163672954","32.48437565789474,27.02663830787528"
11210,"80.40008792631579,12.076457352625404","111.29376313684212,56.078087163672954","32.48437565789474,27.02663830787528"
11220,"84.81500388947369,12.076173485350116","112.10828657894736,63.7706362958796","31.434975789473686,27.02450930331063"
11230,"84.8647073631579,12.078816154508146","102.1640694368421,64.18297940065162","31.1460629631579,27.025678566135028"
11240,"84.8647073631579,12.078816154508146","102.1640694368421,64.18297940065162","31.1460629631579,27.025678566135028"
11250,"79.64953730526315,11.882285377584367","113.58693070526316,64.92726452490574","32.34497635263158,27.025205454009548"
11260,"74.21853585789472,11.891740861349287","111.93125275263158,65.43913203411628","32.18934498421053,27.027523703424393"
11270,"73.92535029473684,11.884772595615454","106.11545236842105,66.21133997582285","32.50573332105263,27.025881328474515"
11280,"73.92535029473684,11.884772595615454","106.11545236842105,66.21133997582285","32.50573332105263,27.025881328474515"
11290,"74.60654729473684,11.8870232575838","112.61582864210527,64.81690357294968","31.819170842105265,27.026604514152034"
11300,"74.16238895263157,11.887401747284184","111.27749437894738,68.80361674623515","31.272390642105265,27.02690865766127"
11310,"74.16238895263157,11.887401747284184","111.27749437894738,68.80361674623515","31.272390642105265,27.02690865766127"
11320,"73.85718291578948,11.88660421541552","111.29112967894736,69.30757163571103","31.87713434736842,27.028057644251717"
11330,"74.06242374210527,11.890835189566229","111.61886030526317,67.31591951881849","32.583443063157894,20.130975009068546"
11340,"74.06242374210527,11.890835189566229","111.61886030526317,67.31591951881849","32.583443063157894,20.130975009068546"
11350,"71.07711042105264,11.92716344205833","111.42693772105262,67.73205264372612","31.419957178947367,20.13067762430396"
11360,"77.13851902631579,11.916883391446147","111.41356944210526,70.45785313997625","31.902262668421052,20.12994767988179"
11370,"77.13851902631579,11.916883391446147","111.41356944210526,70.45785313997625","31.902262668421052,20.12994767988179"
11380,"80.56978332105264,12.123545526599816","103.21343987368422,71.5144026654581","31.722527010526314,20.133441950865684"
11390,"80.65799488947368,12.490288528781472","112.06066768947369,71.62010750492581","31.489030457894735,20.131826610894407"
11400,"80.65799488947368,12.490288528781472","112.06066768947369,71.62010750492581","31.489030457894735,20.131826610894407"
11410,"71.25189879999999,13.964843849005048","105.67373152105264,71.59932821719877","32.22685781578947,20.140727877598053"
11420,"62.79737011052632,14.84219649198173","113.42582750000001,71.44219134945573","31.76340638421053,20.13550336798384"
11430,"62.79737011052632,14.84219649198173","113.42582750000001,71.44219134945573","31.76340638421053,20.13550336798384"
11440,"54.425703431578945,16.65270197376296","111.2056523,71.61538210504924","32.153818,20.136652354574288"
11450,"52.69311128947368,17.571749312483597","113.28972286315789,71.97106198373534","31.422021615789475,20.135070808326258"
11460,"52.69311128947368,17.571749312483597","113.28972286315789,71.97106198373534","31.422021615789475,20.135070808326258"
11470,"46.957600584210525,18.25785651685256","107.30168634736842,72.9090330730183","31.472949647368424,20.136091378768363"
11480,"37.7532773631579,18.25555854367166","113.88068775789472,74.03627652070054","30.48844735263158,20.135151913262057"
11490,"37.7532773631579,18.25555854367166","113.88068775789472,74.03627652070054","30.48844735263158,20.135151913262057"
11500,"41.49221463684211,18.024355406694955","109.45650574736841,75.662091227794","31.473978452631577,20.135773717769826"
11510,"31.541183810526316,18.020989551859408","113.19169345263158,77.639754221005","31.797186868421054,13.408497783165549"
11520,"31.541183810526316,18.020989551859408","113.19169345263158,77.639754221005","31.797186868421054,13.408497783165549"
11530,"32.22032448947368,18.015095926524875","108.74889474736842,82.53081331407051","32.31059237368421,13.408092258486567"
11540,"31.552210305263152,18.01656257411386","112.57318156842105,83.94923701074529","31.615347136842104,13.406666163365482"
11550,"31.552210305263152,18.01656257411386","112.57318156842105,83.94923701074529","31.615347136842104,13.406666163365482"
11560,"30.07563142105263,17.909382401459023","111.17726111578946,84.26640003032016","31.853701821052635,13.437695560052223"
11570,"21.551242536842107,17.912417077806737","114.67366646315787,84.16191464888512","31.62995147894737,13.438182189667002"
11580,"21.551242536842107,17.912417077806737","114.67366646315787,84.16191464888512","31.62995147894737,13.438182189667002"
11590,"21.298872073684212,17.910457041858326","101.94976366842104,84.15582428746062","31.98232002631579,13.434424327641771"
11600,"22.10510445789474,17.911808790788264","112.32766707894739,73.10242803101664","37.46996199473684,13.664546065474529"
11610,"22.10510445789474,17.911808790788264","112.32766707894739,73.10242803101664","37.46996199473684,13.664546065474529"
11620,"21.25707327894737,17.91433656128725","111.68160564210525,73.10233102867313","42.44169812105263,15.011874776412279"
11630,"21.461409836842105,17.913302473355845","111.37238455263157,72.89679692025874","44.34455873157895,18.45877371905399"
11640,"21.461409836842105,17.913302473355845","111.37238455263157,72.89679692025874","44.34455873157895,18.45877371905399"
11650,"21.142788747368424,17.912525217721132","111.53978087894737,72.89753829531269","52.40673481578947,19.34183750125966"
11660,"21.516242115789474,17.913904001629668","111.14632136842104,72.92089507388148","52.842822405263156,20.39530951231805"
11670,"21.516242115789474,17.913904001629668","111.14632136842104,72.92089507388148","52.842822405263156,20.39530951231805"
11680,"21.005339884210528,17.916965712955978","102.0666495368421,72.81517637693614","43.07788517894737,20.77556324505444"
11690,"21.88415536842105,17.913363302057693","110.40138887368423,76.76418335355255","42.8837297631579,21.67740281989696"
11700,"21.88415536842105,17.913363302057693","110.40138887368423,76.76418335355255","42.8837297631579,21.67740281989696"
11710,"21.525021131578946,17.908030652529085","110.93078102105262,77.90814584801215","43.1328079,22.274848811951244"
11720,"21.65086109473684,17.907780578977047","111.09742954736842,78.11781641350325","44.84175271578948,27.312425066642913"
11730,"21.65086109473684,17.907780578977047","111.09742954736842,78.11781641350325","44.84175271578948,27.312425066642913"
11740,"21.390427310526317,17.91097746519635","111.81435506315792,78.12024147209094","41.640187905263154,27.91219606685669"
11750,"21.706010384210526,17.91124105623769","111.20422021578946,78.12149557381771","43.143007321052636,29.044616974168147"
11760,"21.706010384210526,17.91124105623769","111.20422021578946,78.12149557381771","43.143007321052636,29.044616974168147"
11770,"21.205897163157893,17.911971000659857","102.09888336842106,78.11945852460406","49.448533,22.833851064438075"
11780,"21.73896269473684,17.911477612300427","111.97851261578948,73.40505455654305","53.477023494736834,28.874005982975937"
11790,"21.73896269473684,17.911477612300427","111.97851261578948,73.40505455654305","53.477023494736834,28.874005982975937"
11800,"20.107327552631578,17.912058864340302","107.48138880526317,66.36561527443244","55.14117048947368,28.804668021614734"
11810,"21.251652452631582,17.899230766995185","107.3000564631579,66.33330656530569","51.478886552631586,28.90657637344281"
11820,"21.251652452631582,17.899230766995185","107.3000564631579,66.33330656530569","51.478886552631586,28.90657637344281"
11830,"21.665777505263158,17.906077375325324","98.95519596842105,69.53087103046491","51.086119510526316,28.90788756990485"
11840,"21.20527447894737,17.908686250760105","110.3363072894737,70.98815109445319","51.651374157894736,28.919985722827803"
11850,"21.20527447894737,17.908686250760105","110.3363072894737,70.98815109445319","51.651374157894736,28.919985722827803"
11860,"20.993338905263155,17.909314814012525","105.70250535263158,71.51582305691662","53.14263877368422,28.932077117006102"
11870,"16.479966168421054,17.77723542606822","105.59337592105264,71.5106126453225","53.02946536842106,32.876608910715426"
11880,"16.479966168421054,17.77723542606822","105.59337592105264,71.5106126453225","53.02946536842106,32.876608910715426"
11890,"9.942856984210527,17.77883048980555","96.85798686842105,71.51303077517136","52.0446945,32.873168709688734"
11900,"10.433888163157896,17.78299387650976","104.73874876842105,71.51623878124593","52.79271899473684,32.90329919333707"
11910,"10.433888163157896,17.78299387650976","104.73874876842105,71.51623878124593","52.79271899473684,32.90329919333707"
11920,"10.586904042105262,17.782419383214535","105.6333467631579,71.51709101612103","56.69829279473684,32.97780083561064"
11930,"11.17473735263158,17.784467282843394","105.44065823684211,71.51041171189667","63.123566763157896,37.83497267811269"
11940,"11.17473735263158,17.784467282843394","105.44065823684211,71.51041171189667","63.123566763157896,37.83497267811269"
11950,"10.80416619473684,17.78696125961913","105.1977862736842,71.51217161155743","69.68402533157894,38.03935035757476"
11960,"10.583522584210527,17.787258644383716","98.53240428947369,71.62562278102808","72.86586445263157,32.2656927405743"
11970,"10.583522584210527,17.787258644383716","98.53240428947369,71.62562278102808","72.86586445263157,32.2656927405743"
11980,"11.19171117368421,10.987278893582687","108.42574858421052,68.6575935755625","70.90358103684211,32.26305683016093"
11990,"10.410564584210526,10.9892254120418","112.00867686315787,68.71397272335673","72.2321015368421,32.26595633161564"
12000,"10.410564584210526,10.9892254120418","112.00867686315787,68.71397272335673","72.2321015368421,32.26595633161564"
12010,"10.981596999999999,10.988326499003389","110.8992076736842,68.71582962536101","72.9191178631579,32.28919965446594"
12020,"10.669431631578947,5.840954437477455","101.03997996842104,68.71781817340292","68.41050427368421,32.29230191826015"
12030,"10.669431631578947,5.840954437477455","101.03997996842104,68.71781817340292","68.41050427368421,32.29230191826015"
12040,"3.7962540368421056,5.708692563427608","110.97018843157896,68.7173400904242","73.49441061578948,32.29163956128448"
12050,"1.1032647894736842,5.705732233271043","111.63018325789471,68.71168623954549","75.43354339473683,36.50169539730165"
12060,"1.1032647894736842,5.705732233271043","111.63018325789471,68.71168623954549","75.43354339473683,36.50169539730165"
12070,"1.150480652631579,5.720567677777119","110.71298850000001,68.70757749742407","72.14727411052631,36.33557221255684"
12080,"1.078290394736842,5.721946461685657","108.53822845789475,68.60136686002237","69.61026891578948,36.33670092291334"
12090,"1.1091716894736843,5.723588836635532","105.5151401105263,68.60307825851139","69.62510334736841,36.1514775257885"
12100,"1.1091716894736843,5.723588836635532","105.5151401105263,68.60307825851139","69.62510334736841,36.1514775257885"
12110,"1.1715405210526315,5.722331710130689","96.1935954368421,68.60122828524592","70.30782959473683,47.53965811701239"
12120,"1.4345065894736841,5.71461322374074","102.17201775789474,62.10295814882391","70.2174099894737,47.78461529935122"
12130,"1.4345065894736841,5.71461322374074","102.17201775789474,62.10295814882391","70.2174099894737,47.78461529935122"
12140,"1.1123972052631579,5.713565618320037","85.46106733157895,62.100921099610254","70.45776674210526,47.78461529935122"
12150,"1.1718469789473684,5.7123220093044935","82.99770653157894,61.99211911388913","69.09299054210527,47.821869499860334"
12160,"1.1718469789473684,5.7123220093044935","82.99770653157894,61.99211911388913","69.09299054210527,47.821869499860334"
12170,"1.0314182421052631,5.7159852489046274","75.01272431052632,56.897562961622896","85.17556624210526,49.076042433291356"
12180,"1.2559658263157896,5.7197093172066085","74.69493014210526,51.19022221920437","88.59776678421052,50.43842962730863"
12190,"1.2559658263157896,5.7197093172066085","74.69493014210526,51.19022221920437","88.59776678421052,50.43842962730863"
12200,"1.1778962578947367,5.720858303797056","74.90047364210527,51.18844153332713","91.06137718421053,51.78133136050083"
12210,"1.1029067157894739,5.721135412327693","74.42169337894737,51.1897579937033","82.16594399999998,51.79145595998607"
12220,"1.1029067157894739,5.721135412327693","74.42169337894737,51.1897579937033","82.16594399999998,51.79145595998607"
12230,"1.1426986631578948,5.720479814096673","74.37327033157894,51.189931212173846","99.52267997368422,51.881908239632914"
12240,"1.395222036842105,5.721507143283427","74.62635168421053,45.96323708183416","102.12533997894737,51.92317037571929"
12250,"1.395222036842105,5.721507143283427","74.62635168421053,45.96323708183416","102.12533997894737,51.92317037571929"
12260,"1.1724499736842104,5.719378138718773","75.06512652105263,45.96250956425785","100.89315904736844,53.36112709366478"
12270,"1.1610360315789474,5.728232094209871","74.68536197368422,45.96343108652117","99.73300246842105,56.29019805622559"
12280,"1.1610360315789474,5.728232094209871","74.68536197368422,45.96343108652117","99.73300246842105,56.29019805622559"
12290,"1.2143164000000002,5.7348353877326215","67.11471209473684,38.90245728415194","97.84639998947367,58.27731629444796"
12300,"1.9951501947368422,5.760775449698144","64.37867118421052,34.83708213902085","94.57372605789473,58.93829448620936"
12310,"1.9951501947368422,5.760775449698144","64.37867118421052,34.83708213902085","94.57372605789473,58.93829448620936"
12320,"8.172551894736843,5.868509839414255","64.39926979473684,34.83431064349207","88.97932878947368,59.048272779149166"
12330,"11.733029573684211,5.869003227773683","63.77880171578947,34.83473329656021","88.9889548,59.047880771959484"
12340,"11.733029573684211,5.869003227773683","63.77880171578947,34.83473329656021","88.9889548,59.047880771959484"
12350,"11.707942294736842,7.901094152895105","64.92148296315789,34.86409729168764","88.61349708421052,59.050449094926364"
12360,"12.008585863157894,9.101555342595022","66.81192050000001,35.05262134629414","79.75082145789474,59.08294513920209"
12370,"12.008585863157894,9.101555342595022","66.81192050000001,35.05262134629414","79.75082145789474,59.08294513920209"
12380,"11.663452968421051,11.201727102572804","74.80536101578949,35.35571209732162","89.64174294736841,59.09288049383714"
12390,"11.798325615789475,11.384733631452548","73.74090338947367,38.11229005141887","89.42070002631579,59.04991515409904"
12400,"11.798325615789475,11.384733631452548","73.74090338947367,38.11229005141887","89.42070002631579,59.04991515409904"
12410,"11.80528293157895,11.38426051932707","64.13589400526317,39.11374224578856","89.67226927894737,59.08550670342432"
12420,"11.84181762631579,11.382104479783818","49.046938089473684,40.56753022541058","89.3845206,59.089217254237006"
12430,"11.84181762631579,11.382104479783818","49.046938089473684,40.56753022541058","89.3845206,59.089217254237006"
12440,"11.747566652631578,11.38425376058242","41.92369827368421,40.5639064950067","91.06638378421052,55.19212508922388"
12450,"11.735993015789473,11.383550851138851","42.432700278947365,40.56505666565114","101.34830167368419,50.86471041110943"
12460,"11.735993015789473,11.383550851138851","42.432700278947365,40.56505666565114","101.34830167368419,50.86471041110943"
12470,"11.697584047368421,11.383699543521145","42.27476499473685,40.562021878047126","102.2652157105263,58.9263179906901"
12480,"12.078213257894737,11.385294607258473","42.33638636842105,33.68018368918066","99.45217003157896,59.70078902260915"
12490,"12.078213257894737,11.385294607258473","42.33638636842105,33.68018368918066","99.45217003157896,59.70078902260915"
12500,"11.744758226315788,11.386713943634907","42.246802031578945,33.69624450576994","98.4053107473684,60.47402996300195"
12510,"11.65161274736842,11.388910535646058","42.65691801578948,33.680502411166465","101.19605056842104,55.14757820323775"
12520,"11.65161274736842,11.388910535646058","42.65691801578948,33.680502411166465","101.19605056842104,55.14757820323775"
12530,"11.686505531578948,11.38709243333529","42.82765388421053,33.67913052087972","106.75651355789473,55.15781770138204"
